Label	TTR Ratio	Avg Stop Words	Avg Sent Len	contentToNonPOS	Noun	Verb	adjNoun
1	0.744444444	1.355555556	22.4	3.982897136	9.8125	7.133928571	0.529761905
1	0.75147929	0.804733728	20.46666667	10.30682488	8.977198697	4.716612378	0.539087948
0	0.970149254	1.28358209	15.95	4.369140917	5.97492163	3.639498433	0.503134796
0	1	0	1	152	1	0	0
0	1	2	14	1.6	5	2	1
1	1	1.875	13.5	1.220679012	5.111111111	3.555555556	0.851851852
1	1	1.346153846	23	1.492314449	7.188405797	6.449275362	0
1	0.852941176	1.176470588	19.5	1.390720391	6.307692308	7.615384615	0
0	0.922077922	1.064935065	32.8	1.811788618	10.81707317	8.859756098	0.207723577
0	0.951219512	0.853658537	11.42857143	5.25875	5.3375	1.7375	0.4375
1	0.778947368	0.926315789	18.9	2.655114638	7.941798942	3.64021164	0.35978836
0	0.950819672	1.12295082	18.73333333	2.386242316	6.957295374	4.007117438	0.647686833
1	0.77852349	0.765100671	13.55	7.916798454	5.671586716	4.070110701	0.5
1	1	0	2	152	2	0	0
0	1	0.777777778	17	2.75	8	3	0
1	0.875	1.15	43	1.485516116	9.88372093	8.88372093	0.418604651
1	0.821428571	1.214285714	21.66666667	1.527828054	10.56923077	4.830769231	0.715384615
1	1	0.625	10.25	8.739837398	2.56097561	2.853658537	0.138211382
1	0.8	0.7	11.2	1.63422619	2.339285714	2.142857143	0.232142857
1	0.939393939	0.848484848	17.85714286	2.879085714	6.016	2.704	0.497333333
0	0.987654321	0.728395062	15	2.329358974	6.733333333	3.666666667	0.461111111
1	0.724324324	0.686486486	21.13333333	2.165728026	10.39116719	5.804416404	0.616719243
0	0.940828402	0.863905325	16.7	3.658194688	8.449101796	5.679640719	0.477794411
1	1	0	1	152	1	0	0
1	1	0.636363636	19	1.428571429	7	2	0
0	1	1.6	6.5	3	0	1.692307692	0
0	0.962962963	0.703703704	16	1.196022727	4.5	3.8125	0.59375
0	1	1.032258065	16.75	1.481876333	5.52238806	4.179104478	0.791044776
0	0.924242424	0.984848485	26.6	1.749648472	10.2556391	6.413533835	0.27443609
1	0.865853659	0.865853659	23.14285714	1.841596639	9.981481481	4.790123457	0.617283951
1	0.723684211	0.802631579	27.8	2.679086731	9.59352518	5.838129496	0.795983213
0	0.960629921	0.803149606	15.86666667	5.867877151	9.243697479	6.663865546	0.544117647
0	0.921052632	1.098684211	16.85	3.039859533	7.495548961	5.335311573	0.551434224
1	1	0.833333333	35	2.75	8	8	0
0	1	1.066666667	31	2	10	6	1
0	1	1.375	10.5	3.174603175	2.238095238	1.619047619	0.619047619
0	0.978723404	0.936170213	32	1.730902778	8.427083333	6.260416667	0.427083333
0	1	1.074626866	35.75	2.059389329	11.09090909	8.132867133	0.294405594
0	0.972222222	1.25	17.2	2.003569971	6.604651163	8.488372093	0.215116279
0	0.962025316	0.759493671	20.28571429	4.016559966	11.30985915	6.746478873	0.246478873
0	1	1.261538462	15.5	7.243136999	6.735483871	4.432258065	0.477419355
1	0.734375	0.776041667	23.33333333	2.841943723	9.217142857	5.082857143	0.668571429
1	0.606334842	0.909502262	21.8	2.328871311	10.57568807	6.275229358	0.413990826
0	1	0.777777778	33	1.909090909	10	6	0.5
0	0.909090909	1	22	0.9	4	3	0.5
0	1	0	1	152	0.5	0	0
1	0.96875	1.09375	23.33333333	1.48	9.514285714	4.942857143	0.228571429
1	0.857142857	0.914285714	17.25	1.836384439	13.63768116	7.028985507	0.789855072
1	0.894736842	0.789473684	6.8	38.01470588	2.705882353	1.970588235	0.323529412
1	0.869565217	0.84057971	18.42857143	2.178940568	6.914728682	4.333333333	0.527131783
1	0.901234568	1.172839506	18.5	7.047865723	5.783783784	4	0.043243243
0	0.955223881	0.858208955	17.26666667	3.904532083	12.37837838	7.200772201	0.472651223
1	0.826086957	0.862318841	13.7	2.967718109	5.547445255	3.770072993	0.744525547
1	0.923076923	0.461538462	19	1.666666667	2	5	0.666666667
1	1	1	6	1.5	1	1	0
0	1	1.291666667	28	0.861344538	5.589285714	4.178571429	0.205357143
1	0.869565217	1	17	1.614973262	6.196078431	2.274509804	0.460784314
1	0.851851852	1.296296296	16	1.246155754	4.921875	6.546875	0
1	0.95	0.8	7.4	9.77027027	2.351351351	1.594594595	0.418918919
0	0.968253968	0.968253968	18.57142857	3.059631821	7.776923077	4.384615385	0.446923077
0	0.983606557	1.147540984	13.4	2.08354063	3.71641791	2.895522388	0.299751244
0	0.964912281	1.070175439	8.133333333	7.832552693	3.139344262	2	0.43852459
1	0.791666667	0.8125	13.8	4.987360647	7.18115942	3.452898551	0.264492754
0	1	2.333333333	10	1.5	1	1	1
1	1	0.666666667	5	2	1	1	0
1	1	1.571428571	10	1.675	2.1	2.7	0
1	0.916666667	1.5	11	20.02020202	3.212121212	3.181818182	0.545454545
1	0.833333333	0.5	2.75	57.81818182	2.090909091	0	0.636363636
1	0.911111111	1.4	24.6	2.520663957	7.276422764	5.821138211	0.211382114
0	0.983870968	0.983870968	18.42857143	2.806634747	10.96124031	9.527131783	0.416020672
0	0.976190476	1.035714286	17.8	7.536877267	12.99438202	7.02247191	0.640449438
0	0.985714286	1.042857143	10	6.879015873	7.206666667	4	0.213333333
0	0.913580247	1.061728395	17.4	1.737327782	8.324712644	5.867816092	0.41498358
0	1	0.714285714	13	0.857142857	3	1	1
0	1	0.666666667	5	1.5	1	1	0
0	1	1	4	38.75	0.75	0.75	0.75
0	1	1.166666667	18.33333333	1.546328671	4.363636364	5.181818182	0.136363636
0	1	1.681818182	15.25	1.449258392	4.06557377	3.262295082	0.295081967
0	0.940298507	0.850746269	25.8	1.412790698	9.201550388	4.860465116	0.129198966
0	1	0.887323944	20	1.739464286	7.921428571	4.257142857	0.701785714
0	0.970149254	0.955223881	13.1	3.663921744	5.045801527	2.320610687	0.664122137
0	0.93220339	1.118644068	17.6	1.974227132	6.390151515	5.882575758	0.172348485
1	0.844720497	0.776397516	14.95	6.075040177	5.608695652	3.147157191	0.473244147
0	1	1.75	12	1.2	3	2	0
0	1	0.857142857	13	1.4	6	1	0
1	0.944444444	0.444444444	13	4.403846154	4.653846154	2.653846154	0.346153846
1	0.956521739	0.782608696	15	2.608148148	5.8	1.933333333	0.466666667
1	0.854166667	0.9375	23.5	1.513107903	7.265957447	4.861702128	0.680851064
1	0.892857143	0.714285714	19.6	2.726627794	7.469387755	4.336734694	0.486394558
0	0.982758621	0.896551724	16	4.273692602	6.625	4.133928571	0.657738095
0	0.963855422	1	17.8	1.726042731	7.325842697	5.185393258	0.277153558
0	0.943925234	1.037383178	15.46666667	2.381795977	8.659482759	4.49137931	0.622126437
1	0.727272727	0.870813397	20	2.201441288	8.075	4.2125	0.587083333
0	1	1.5	6	1.5	0	2	0
0	1	0.6	16	1.666666667	8	1	1
1	1	0.909090909	21	2.179591837	5.80952381	4.19047619	0.182539683
1	0.888888889	1.088888889	31.33333333	2.160134378	9.223404255	9.819148936	0.417173252
1	0.9375	0.71875	14.75	2.700564972	6.084745763	3.203389831	0.644067797
1	0.972222222	0.972222222	14.8	2.100429975	4.364864865	4.094594595	0.871621622
0	0.987654321	1.012345679	24	1.567581427	6.916666667	6.130952381	0.217261905
0	0.962616822	0.990654206	21.9	3.334859933	15.70776256	11.55251142	0.71826484
1	0.76744186	0.918604651	22.93333333	2.826746445	8.639534884	5.197674419	0.504602713
0	0.938888889	1.038888889	19	5.560146742	12.67105263	8.226315789	0.523825188
0	1	1.25	11	0.8	2	2	0
0	0.888888889	0.333333333	12	3	3	3	1
0	1	0.555555556	21	2.417006803	9.166666667	3.595238095	0.202380952
0	1	1.636363636	10	1.016666667	2.266666667	1.333333333	0.533333333
0	1	0.53125	12.25	14.20408163	10.63265306	3.755102041	0.591836735
0	0.943396226	0.924528302	22.4	4.819472789	15.42857143	5.633928571	0.611607143
1	0.967213115	1.049180328	19.28571429	2.171661918	5.792592593	5.666666667	0.703703704
1	0.8	1.22962963	31.8	2.03282991	11.51572327	8.814465409	0.51572327
0	0.92173913	0.87826087	15.26666667	4.619130796	9.698689956	4.336244541	0.284570597
0	0.905797101	1.02173913	14.9	3.173391392	5.510067114	4.691275168	0.405480984
1	1	1	8	1	2	1	0
1	1	1.583333333	34	1.384615385	6	6	1
0	1	1.7	15	1.251851852	2.466666667	3.733333333	0
0	1	1.25	9.666666667	22.09482759	3.206896552	0.586206897	0.586206897
0	1	1.125	13.75	2.712727273	6.6	2.854545455	0
0	1	0.833333333	16.2	3.273979107	9.530864198	3.555555556	0.925925926
0	0.956521739	0.985507246	20.85714286	2.213909378	9.815068493	6.650684932	0.331506849
0	0.948275862	1.189655172	13.5	1.938518519	10.19259259	9.762962963	0.535449735
0	0.955357143	1.160714286	16.73333333	4.505874233	10.29083665	8.804780876	0.401460823
0	0.921052632	0.833333333	11.3	6.071512853	6.579646018	3.663716814	0.617256637
0	1	0.666666667	10	1.5	1	1	0.333333333
0	1	1.5	5	3	0	2	0
0	0.958333333	0.791666667	22	1.070764463	4.454545455	2	0.590909091
0	1	1	10.33333333	1.521505376	2	1.806451613	0
0	0.972972973	1.054054054	20.5	1.494271988	6.097560976	4.158536585	0.62195122
0	1	0.833333333	16	4.125446429	6.1	3.8875	0.5375
0	1	0.85	10.71428571	2.181333333	3.68	2.693333333	0.213333333
0	0.947916667	0.822916667	17.9	2.002742509	6.067039106	3.581005587	0.603351955
1	0.755905512	0.62992126	14.46666667	10.40087162	7.428571429	2.152073733	0.665130568
0	0.975609756	1.195121951	9.65	4.615840118	3.725388601	2.362694301	0.409326425
0	1	0.5	8	1.333333333	1	2	0
0	1	1	4	1	1	0	1
0	1	0.785714286	25.5	7.950980392	16.41176471	7.68627451	0.720588235
0	0.95	0.875	25.66666667	1.668831169	13.09090909	3.987012987	0.727272727
0	1	1.12	14.5	1.571428571	4.896551724	2.310344828	0.172413793
0	1	0.666666667	12.4	2.132258065	4.838709677	3.080645161	0.467741935
1	0.858695652	0.706521739	22.71428571	9.132627374	11.25786164	3.823899371	0.778825996
1	0.769230769	0.901098901	17.4	1.912096333	6.879310345	3.396551724	0.307471264
1	0.897196262	0.588785047	11.86666667	6.333346709	4.983146067	2.129213483	0.518539326
1	0.728205128	0.861538462	18.45	3.92890423	8.165311653	3.441734417	0.49403794
1	0.875	1.125	17	0.888888889	5	2	0
1	1	2	6	0.666666667	2	0	0
1	0.923076923	1.538461538	16.5	0.965848966	4	2.484848485	0
1	0.956521739	0.913043478	14.66666667	25.04220779	5.318181818	2.522727273	0.386363636
1	0.931818182	0.795454545	21.25	12.48319328	10.36470588	4.317647059	0.570588235
1	0.75	0.692307692	18.6	2.767741935	11.07526882	3.784946237	0.365591398
1	0.871794872	0.794871795	10.14285714	2.21314554	2.338028169	3.169014085	0.474647887
1	0.852272727	0.659090909	15.1	8.967539635	7.543046358	2.874172185	0.821192053
0	0.947761194	1.037313433	19.73333333	1.694112042	9.932432432	5.871621622	0.408783784
1	0.794594595	0.951351351	18.9	2.323464122	7.626984127	4.595238095	0.453703704
1	0.923076923	0.615384615	21	3.75	6	4	0.333333333
1	1	0.5	27	1.166666667	9	3	0
1	0.904761905	0.761904762	18.5	2.513513514	6.243243243	5.243243243	1
1	0.793103448	0.689655172	16.33333333	2.071428571	8.081632653	2.306122449	0.775510204
1	0.818181818	1.454545455	7.25	22.01724138	3.172413793	3.896551724	0.137931034
1	0.785714286	0.660714286	19.2	13.09031723	7.4375	5.239583333	0.53125
0	0.957446809	0.787234043	12.57142857	7.471906566	6.5	3.488636364	0.767045455
0	0.868421053	1.026315789	7.9	18.86980108	3.670886076	2.810126582	0.278481013
0	0.922413793	0.982758621	15.93333333	2.968151026	7.0041841	3.523012552	0.326359833
1	0.696969697	0.712121212	11.75	4.110718891	7.519148936	2.10212766	0.547943262
0	1	0.833333333	11	2.666666667	2	3	1
0	1	0.75	14	1.6	3	4	1
1	0.705882353	0.705882353	14.5	1.64137931	8.965517241	3.689655172	0.896551724
1	0.625	1	6.666666667	24.16666667	2.1	1.7	0
1	0.806451613	0.935483871	16.5	1.644781145	9.5	5.590909091	0.649621212
1	0.861111111	0.388888889	10.2	11.42075163	7.705882353	1.470588235	0.774509804
0	0.978021978	0.802197802	24	3.975919913	10.73214286	8.94047619	0.209126984
0	0.969230769	1.092307692	14.6	17.03683409	4.910958904	5.232876712	0.023972603
0	0.956521739	1.217391304	13.86666667	5.196583625	5.307692308	3.850961538	0.370192308
0	0.955223881	1.082089552	14.25	1.903279984	5.915789474	3.698245614	0.485964912
0	1	0.333333333	4	2	1	0	0
0	1	3	8	1	1	2	0
0	1	0.869565217	23.5	1.85106383	8.808510638	5.489361702	0.276595745
0	1	1.153846154	10.66666667	6.1875	6.4375	0.96875	0.375
0	1	1.333333333	6.25	1.155	2.24	2.28	0
0	0.944444444	1.222222222	8.8	18.48358586	2.931818182	2.704545455	0.068181818
0	0.972972973	0.972972973	10.85714286	1.698903509	3.236842105	3.315789474	0.618421053
0	0.983870968	1.14516129	13.6	1.519669118	3.742647059	2.889705882	0.588235294
0	0.945205479	1.01369863	10.4	8.590811966	4.615384615	3.25	0.435897436
0	0.927152318	1.013245033	15.8	2.068615523	7.310126582	5.417721519	0.338607595
0	1	0.5	4	3	0	1	0
0	1	3	4	2	0	2	0
0	1	0.538461538	10	1.71	5.1	1.4	0
0	0.944444444	1.055555556	12.33333333	1.078507079	3.351351351	2.756756757	0.540540541
0	1	1.461538462	8	1.3421875	1.875	1.4375	0
0	1	1.608695652	12	1.127777778	2.966666667	2.933333333	0
0	0.942857143	0.871428571	19.57142857	1.596881221	10.29927007	4.788321168	0.459332638
0	0.984848485	1.015151515	13.8	4.112209047	4.876811594	4.934782609	0.344202899
0	0.965217391	0.747826087	14.26666667	4.700444383	7.757009346	4.73364486	0.253504673
0	0.899470899	0.968253968	19.2	2.613973747	7.888020833	5.75	0.392578125
0	1	1.2	11	1.75	1	5	0
0	1	2	36	1.2	7	7	0
0	1	2.833333333	12.5	2	2	3.56	0
0	0.973684211	0.526315789	19.66666667	3.300376648	14.59322034	7.016949153	0.728813559
0	1	0.921052632	18.5	1.867567568	7.945945946	5.162162162	0.567567568
0	1	0.789473684	7.2	9.784722222	1.861111111	1.083333333	0
0	0.923076923	0.884615385	7	32.10045351	1.714285714	2.183673469	0.367346939
0	0.96	1.26	11.7	2.793854294	4.974358974	3.94017094	0.299145299
1	0.715384615	0.969230769	17.33333333	2.361761294	7.061538462	4.842307692	0.323397436
1	0.634361233	0.960352423	22.9	1.554596209	9.637554585	5.954148472	0.624818049
0	1	2	9	0.75	1	2	0
0	1	0.466666667	22	3.4	11	3	0.666666667
0	0.833333333	1.166666667	6.5	4.948717949	2.384615385	2.769230769	0
1	0.882352941	0.647058824	19.66666667	2.107344633	8.983050847	2.93220339	0.497175141
1	0.88	0.58	20.25	2.447736626	7.962962963	3.567901235	0.728395062
1	0.938461538	0.846153846	24	1.84375	8.383333333	3.775	0.71
1	0.897435897	0.743589744	10.42857143	4.376712329	6.232876712	1.575342466	0.671232877
1	0.87804878	0.804878049	22.7	1.786952677	7.814977974	3.607929515	0.6020558
0	0.974789916	0.857142857	15.8	5.848793085	8.35443038	3.544303797	0.600562588
0	0.915966387	0.974789916	12.65	7.822933742	6.102766798	4.166007905	0.596837945
0	1	1	4	1	1	0	0
1	1	0.846153846	24	2	6	3	1
1	1	0.545454545	8.5	3.843137255	3.352941176	1.823529412	0.794117647
1	0.941176471	1.176470588	25	1.826666667	8.106666667	3.933333333	0.413333333
1	0.931818182	0.568181818	17.5	2.236666667	6.5	3.814285714	0.564285714
1	0.941176471	0.482352941	25.6	2.604427083	10.203125	4.1015625	0.873046875
1	0.863636364	0.696969697	16.57142857	8.707050493	6.267241379	4.301724138	0.465517241
1	0.87	0.92	19.9	1.68622637	8.899497487	4.427135678	0.653266332
0	0.985507246	0.985507246	19.46666667	6.791025223	8.321917808	5.48630137	0.65553653
0	0.945578231	1.129251701	16.85	2.789473484	14.71513353	8.75074184	0.472403561
1	0	152	1	152	0	0	0
1	1	1.307692308	31	1.153846154	6	4	1
1	0.947368421	0.921052632	36.5	1.906392694	10.56164384	7.684931507	1
1	0.854166667	0.708333333	31	1.776583035	6.752688172	6.494623656	0.437275986
0	1	1.25	23.75	1.571120108	8.178947368	5.715789474	0.773684211
0	0.980392157	1.196078431	24.2	1.474530428	10.14876033	3.67768595	0.809917355
0	1	1.2	21	1.625536368	9.870748299	7.700680272	0.716836735
0	0.954545455	0.681818182	8.1	17.61234568	3.395061728	1.765432099	0.50617284
0	0.967741935	0.989247312	13.06666667	1.629168334	4.755102041	4.163265306	0.411989796
0	0.98	0.8	14.15	5.613329407	5.985865724	4.568904594	0.696996466
1	1	1.142857143	15	3.666666667	3	2	0.666666667
1	1	0.857142857	13	2.666666667	5	2	1
0	0.944444444	0.833333333	17	1.911764706	5.882352941	2.352941176	0.323529412
0	1	1.222222222	6.666666667	2.233333333	3.25	2.5	0
0	0.972222222	0.944444444	18	1.244276557	7.25	4.708333333	0.444444444
1	0.96	0.72	17.2	3.92248062	8.569767442	4.569767442	0.552325581
1	0.890410959	1.150684932	25.28571429	1.653211793	13.36158192	5.881355932	0.790960452
1	0.915254237	0.966101695	12.5	3.647866667	3.344	3.944	0.309333333
0	0.926380368	1.190184049	25.33333333	2.085553511	10.13157895	6.85	0.519473684
0	0.935714286	1.128571429	15.4	1.534284816	6.532467532	5	0.430735931
1	0.857142857	2.142857143	22	1.222222222	1	8	0
1	1	1	2	1	0	1	0
1	1	0.4	3.5	23.42857143	2.714285714	0.857142857	0
1	0.833333333	0.428571429	20	3.220833333	10.5	3.8	0.8
1	0.813953488	1.093023256	23	1.820363966	6.206521739	4.086956522	0.130434783
1	0.854166667	0.604166667	15.6	15.76572039	6.833333333	3.641025641	0.512820513
1	0.711340206	0.75257732	24.42857143	1.897382345	12.51461988	6.602339181	0.424951267
1	0.810810811	0.824324324	13.7	2.194386514	5.124087591	3.824817518	0
0	0.911564626	0.897959184	20	3.720827454	10.84	5.926666667	0.416666667
0	0.939130435	0.930434783	23.3	2.860306106	12.80686695	8.266094421	0.591354997
1	1	0.4	14	4.5	4	4	0
1	1	0.8	9	1.666666667	2	2	0
1	1	1.285714286	8	1.796875	2.625	2.625	0
1	0.958333333	0.625	13	3.136752137	4.717948718	2.743589744	0.358974359
1	0.771428571	0.6	14.5	2.744252874	4.896551724	3.793103448	0.310344828
1	0.857142857	0.571428571	21	2.260894661	9.380952381	3.876190476	0.60952381
1	0.911392405	0.708860759	20.28571429	1.813874916	7.5	2.485915493	0.751760563
1	0.90625	0.921875	12.8	4.529389881	4.5703125	4.484375	0.390625
0	0.940397351	0.900662252	20.06666667	2.323708016	7.727574751	4.983388704	0.596013289
0	0.893617021	0.984042553	19.1	1.895233308	8.586387435	6.712041885	0.561580653
0	1	0.75	14	1.333333333	4	3	0
1	1	0.714285714	12	3	4	2	1
1	0.894736842	0.684210526	16.5	2.043290043	4.454545455	3	0.484848485
1	1	1.2	3.666666667	14.95454545	0.545454545	1.818181818	0
1	0.818181818	0.818181818	10.5	1.297619048	2.428571429	1.952380952	0
1	0.925925926	1.185185185	12.4	2.004569892	3.387096774	5.387096774	0
1	0.776315789	0.644736842	18	1.76695845	6.857142857	3.658730159	0.507936508
1	0.862068966	0.870689655	22.1	1.383661926	8.529411765	4.135746606	0.415535445
1	0.774509804	0.823529412	12.93333333	2.515046637	4.474226804	3.809278351	0.407216495
1	0.735955056	0.808988764	16.6	4.304434404	7.496987952	4.864457831	0.493222892
1	1	0.818181818	20	2.4	6	5	1
1	1	0.75	14	6	2	4	0.333333333
1	0.92	0.8	23.5	1.215425532	5.127659574	3.531914894	1
1	1	0.826086957	14.33333333	2.077740864	2.953488372	5.069767442	0.558139535
1	0.869565217	0.869565217	21.5	2.049642803	6.174418605	4.337209302	0.447674419
1	0.88372093	0.779069767	31.2	2.127097902	8.5	6.673076923	0.726495726
0	0.961538462	1.076923077	24.14285714	1.921996254	9.982248521	6.869822485	0.645463511
0	0.974358974	1.141025641	17.9	2.512487677	6.726256983	4.681564246	0.474860335
0	0.949367089	1.316455696	13	7.793262293	4.184615385	4.851282051	0.271794872
0	0.897435897	0.85042735	22.35	2.773386476	11.48322148	6.487695749	0.649105145
1	1	1.333333333	7	2.5	1	3	0
1	1	0.727272727	19	1.428571429	5	3	0.5
1	0.96969697	1.03030303	33.5	1.949956102	12.91044776	8.104477612	0.641791045
0	0.964285714	1.035714286	19.66666667	1.521549637	7.237288136	3.288135593	0.86440678
0	0.923076923	0.923076923	13	4.085737179	2.192307692	4.442307692	0.269230769
0	0.956521739	1.02173913	19.4	10.89592538	8.93814433	6.690721649	0.16838488
0	0.955223881	1.059701493	20.14285714	1.402702452	8.539007092	5.546099291	0.602836879
1	0.808080808	0.595959596	15.9	2.350044924	6.880503145	2.918238994	0.672431866
1	0.894308943	0.910569106	16.53333333	3.90016321	5.383064516	3.407258065	0.621639785
1	0.823076923	0.776923077	12.15	5.775685871	4.46090535	2.296296296	0.448559671
1	0.904761905	0.523809524	32	1.307692308	12	4	0
0	1	0.882352941	32	1.818181818	5	9	1
1	0.970588235	0.794117647	31	2.064516129	7.693548387	5	0.596774194
1	1	0.454545455	10.66666667	3.225	4.25	1.5	0.583333333
1	0.965517241	1	15.5	1.577419355	5.483870968	3.709677419	0.370967742
1	0.890909091	1.036363636	23.6	1.405056808	5.440677966	6.194915254	0.378531073
1	0.928571429	0.857142857	11.42857143	7.263125	4.2	2.325	0.408333333
0	0.927536232	1.333333333	17.2	1.09944487	6.279069767	4.715116279	0.238372093
0	0.945454545	1.127272727	8.266666667	4.228759368	4.588709677	2.830645161	0.497311828
0	0.948717949	1	12.05	8.970728856	6.614107884	3.22406639	0.564315353
1	1	1.1	21	2.166666667	5	4	1
1	0.833333333	0	6	152	6	0	0
1	1	1.2	7	1.585714286	2.357142857	0.642857143	0.642857143
1	1	1.5	10	1.038888889	2	2.1	0
0	0.974358974	1.256410256	23	1.410280417	9.065217391	4.826086957	0.581521739
0	1	1.066666667	6.6	7.045454545	2.484848485	2.242424242	0.727272727
0	1	0.666666667	10	4.492857143	3.414285714	4.114285714	0.442857143
1	0.828947368	1.342105263	19.8	4.921345811	7.95959596	8.388888889	0.28956229
1	0.769911504	0.991150442	16.13333333	1.817499374	6.169421488	3.268595041	0.355371901
1	0.772972973	0.659459459	15.6	2.886077811	7.935897436	3.685897436	0.627136752
1	0.888888889	1	18	1.428571429	9	1	0
0	1	1.133333333	32	1.066666667	8	2	1
0	1	1.428571429	17	1.38627451	5.558823529	5.176470588	0
0	1	1.142857143	6	1.166666667	1.333333333	1	0.5
0	0.95	0.7	8.5	19.06862745	7	2.294117647	0
1	0.787234043	1.361702128	22.8	1.452923977	6.684210526	2.622807018	0.938596491
1	0.83908046	0.770114943	22	2.023836229	7.149350649	4.720779221	0.737662338
1	0.928571429	0.814285714	13.3	10.2481561	4.706766917	2.812030075	0.65037594
1	0.727272727	1.136363636	9.733333333	9.341324201	2.842465753	3.280821918	0.308219178
0	0.901287554	0.909871245	22.9	2.969673103	10.60917031	5.829694323	0.445050946
0	1	0.75	23	1.2	7	1	0.5
1	1	1.6	13	1.75	3	3	1
1	0.928571429	2	22.5	1.291666667	8.4	6.6	0
1	0.970588235	0.735294118	20.66666667	2.931182796	7.806451613	3.580645161	0.774193548
1	0.878787879	1.303030303	38.5	1.533152562	12.48051948	10.01948052	0.40974026
1	0.916666667	1.354166667	23.2	2.012212644	7.525862069	6.612068966	0.637931034
1	0.818181818	1	16.57142857	1.804933572	4.396551724	3.784482759	0.547413793
0	0.942307692	1.307692308	13.6	4.86303733	3.992647059	4.088235294	0.360294118
0	0.932692308	1.125	15.53333333	1.920079706	5.768240343	3.763948498	0.703862661
0	0.893203883	0.922330097	20.35	2.928349565	9.491400491	5.737100737	0.472972973
0	1	0.857142857	13	1.75	3	2	0
0	1	1.5	20	0.9	4	2	0
1	1	0.7	8.5	3.431372549	3.352941176	2	0
1	1	1.095238095	16	2.684375	5	4.666666667	0
0	1	1	12	1.48125	5.333333333	3.291666667	0.291666667
0	1	0.947368421	7.6	1.362719298	2.842105263	0.921052632	0.763157895
0	0.941176471	0.784313725	13.14285714	14.81921219	6.010869565	2.010869565	0.727355072
0	0.941176471	1.098039216	11.8	7.245480226	4.872881356	3.813559322	0.322033898
0	0.977272727	0.909090909	11.66666667	5.416666667	5.737142857	4.588571429	0.4
0	0.931034483	1.181034483	13.65	2.458287744	5.388278388	3.58974359	0.346153846
0	1	1	8	152	2	2	0.5
0	1	1	2	152	0	0	0
0	1	1	6	1.666666667	1.666666667	0.333333333	1
0	1	1.15	14.66666667	1.41038961	4.795454545	3.590909091	0
0	1	1.055555556	11.25	2.5	3.844444444	3.422222222	0.488888889
0	0.964285714	1.071428571	12.6	1.653835979	3.015873016	3.253968254	0.365079365
1	0.779069767	0.755813953	22.14285714	1.868333333	6.948387097	4.006451613	0.529032258
1	0.74	1.22	23.3	1.738167971	6.570815451	4.583690987	0.446351931
1	0.772058824	0.985294118	18.6	2.349394806	6.032258065	3.996415771	0.457885305
1	0.75	0.717948718	14.05	6.245129574	4.772241993	2.950177936	0.442467378
0	1	1.333333333	7	2	2	2	0
0	1	0	1	152	0	0	0
0	1	1.8	8	1.58125	1.5625	1.5625	0
1	0.947368421	0.973684211	25.66666667	1.635126778	6.623376623	4.181818182	0.38961039
1	0.9375	0.6875	7.5	3.583333333	1.9	1.566666667	0.5
1	0.959183673	0.734693878	17.2	1.877325581	5.488372093	2.697674419	0.162790698
1	0.921568627	0.68627451	12.57142857	15.98674242	4.75	2.25	0.571969697
0	0.960784314	0.941176471	20.3	4.545921033	9.620689655	6.512315271	0.667487685
0	0.952054795	0.883561644	19.46666667	5.039188826	9.383561644	5.270547945	0.577910959
1	0.795918367	0.782312925	13.4	1.740987338	5.910447761	2.694029851	0.526119403
1	1	0.666666667	15	3	5	3	0
1	1	3	6	1	0	1	0
0	0.625	1.75	11.5	14.33333333	1.826086957	6.391304348	0
0	1	0.909090909	7	1.152380952	2.380952381	1.333333333	0.476190476
0	1	1	24.5	2.105751391	10.71428571	6.469387755	0.653061224
1	1	1.161290323	13.8	1.756038647	3.362318841	4.217391304	0.188405797
1	0.931034483	0.775862069	14.85714286	1.856837607	5.048076923	3.644230769	0.221153846
1	0.88372093	0.88372093	8.2	6.474593496	3.768292683	1.902439024	0.402439024
1	0.591397849	0.731182796	11.4	2.157261209	5.707602339	1.730994152	0.602339181
0	0.921568627	1.150326797	17.2	2.959625949	7.066860465	5.24127907	0.476501938
1	0.833333333	0.333333333	26	0.571428571	5	3	0
0	1	0	1	152	0	0	0
0	1	0.96	25	2.115	9.88	6.2	0.42
1	1	1	8.666666667	1.903846154	1.769230769	1.576923077	0.423076923
1	0.869565217	0.782608696	10.5	2.238095238	3.714285714	2.833333333	0.5
1	0.783783784	1.378378378	18	0.91765873	3.488888889	4.055555556	0.211111111
0	0.946808511	0.968085106	27.57142857	1.719546078	11	6.186528497	0.531088083
0	0.974358974	1.038461538	17	5.046975639	7.570588235	3.9	0.382352941
0	0.93814433	0.917525773	12.8	8.122197421	9.390625	6.28125	0.494791667
0	0.954954955	0.900900901	11.05	7.572096531	4.977375566	3.271493213	0.472096531
1	1	2	9	1.666666667	1	3	0
1	1	0.9	19	1.571428571	5	4	0
0	0.875	0.75	8	38.9	4.75	0.75	0
1	1	2	5.666666667	1.137254902	1.352941176	1.411764706	0
0	1	1.269230769	16.25	1.576923077	2.246153846	5.384615385	0.353846154
0	0.972972973	1.486486486	19.2	1.436268939	6.9375	6.229166667	0.1875
0	1	1.017241379	18.14285714	3.123745561	6.637795276	5.559055118	0.468503937
0	0.984615385	0.953846154	13	5.107509158	5.023076923	2.815384615	0.535897436
