Label,Art Num,RareWord/Token,TTR Ratio
1,917,0.018480493,0.638603696
1,918,0.001858736,0.6133829
0,919,0.004366812,0.88209607
0,920,0.006648936,0.650265957
0,921,0.007075472,0.83490566
1,922,0.005063291,0.675949367
0,923,0,0.891509434
0,924,0.0041841,0.861924686
0,925,0,0.912162162
1,926,0.005646527,0.43308865
1,927,0,0.561374795
1,928,0.005181347,0.751295337
1,929,0.008130081,0.743902439
0,930,0.0041841,0.878661088
1,931,0.01843318,0.705069124
0,932,0.021818182,0.883636364
0,933,0.009615385,0.961538462
0,934,0.010810811,0.881081081
1,935,0,0.751196172
0,936,0.005524862,0.782688766
1,937,0.008928571,0.741071429
1,938,0.008064516,0.774193548
0,939,0.011254019,0.782958199
1,940,0.003937008,0.688976378
0,941,0.004592423,0.748564868
1,942,0.001594896,0.623604466
0,943,0.012,0.848
1,944,0.005093379,0.488964346
0,945,0,0.889447236
1,946,0.006707317,0.38597561
1,947,0.010989011,0.695970696
1,948,0,0.744897959
0,949,0.007518797,0.883458647
0,950,0.011292346,0.757841907
1,951,0.003745318,0.685393258
0,952,0.003891051,0.887159533
0,953,0.004754358,0.773375594
1,954,0.011077543,0.494461229
1,955,0.011764706,0.632352941
1,956,0.00443787,0.448224852
1,957,0.010507881,0.604203152
1,958,0,0.691358025
0,959,0.018735363,0.838407494
0,960,0.010989011,0.923076923
0,961,0,0.875862069
1,962,0,0.723140496
1,963,0.001037344,0.427385892
0,964,0.00751073,0.696351931
0,965,0.002173913,0.810869565
0,966,0,0.897435897
0,967,0.005509642,0.867768595
0,968,0.005586592,0.882681564
1,969,0.001976285,0.622529644
1,970,0,0.675949367
0,971,0.005780347,0.846820809
0,972,0.009708738,0.883495146
0,973,0.008443908,0.753920386
1,974,0.003484321,0.658536585
0,975,0.012295082,0.807377049
0,976,0.024539877,0.938650307
1,977,0.005405405,0.718918919
1,978,0.007537688,0.59798995
1,979,0.004310345,0.724137931
1,980,0.008310249,0.567867036
1,981,0.016447368,0.6875
1,982,0,0.757062147
1,983,0.006535948,0.640522876
0,984,0.009049774,0.932126697
1,985,0,0.625
1,986,0.01309329,0.599018003
0,987,0,0.899224806
1,988,0,0.46070133
0,989,0.006980803,0.743455497
1,990,0.015384615,0.468717949
1,991,0,0.565625
0,992,0.009873061,0.751763047
1,993,0.003846154,0.703846154
0,994,0.00969163,0.704845815
0,995,0.009389671,0.892018779
1,996,0.008006863,0.338575922
0,997,0.007380074,0.89298893
0,998,0.011231448,0.582831929
0,999,0.004166667,0.8875
1,1000,0.004444444,0.737777778
